model-name,phase,attempt,intervention,score_criteria1,score_criteria2,score_criteria3,score_criteria4,score_criteria5,score_criteria6,score_criteria7,compound_score,std_score
deepseek-r1:32b,2,10,True,4,4,3,4,3,4,4,26,0.48795003647426655
deepseek-v3.1:671b-cloud,2,1,True,5,5,5,5,5,5,5,35,0.0
deepseek-v3.1:671b-cloud,2,2,True,5,5,5,5,5,5,5,35,0.0
deepseek-v3.1:671b-cloud,2,3,True,5,5,5,5,4,5,5,34,0.37796447300922725
deepseek-v3.1:671b-cloud,2,4,True,5,5,5,5,5,5,5,35,0.0
deepseek-v3.1:671b-cloud,2,5,True,5,5,5,5,5,5,5,35,0.0
deepseek-v3.1:671b-cloud,2,6,True,4,5,5,5,5,5,5,34,0.37796447300922725
deepseek-v3.1:671b-cloud,2,7,True,5,5,5,5,5,5,5,35,0.0
deepseek-v3.1:671b-cloud,2,8,True,5,5,5,5,5,5,5,35,0.0
deepseek-v3.1:671b-cloud,2,9,True,5,5,5,5,4,5,5,34,0.37796447300922725
deepseek-v3.1:671b-cloud,2,10,True,5,5,5,5,5,5,5,35,0.0
llama3.2:1b,2,1,True,4,5,4,5,3,5,4,30,0.7559289460184545
llama3.2:1b,2,2,True,4,5,5,4,4,4,5,31,0.5345224838248488
llama3.2:1b,2,3,True,4,5,5,4,4,5,4,31,0.5345224838248488
llama3.2:1b,2,4,True,3,4,4,3,4,3,3,24,0.5345224838248487
llama3.2:1b,2,5,True,3,1,2,2,2,4,1,15,1.0690449676496974
llama3.2:1b,2,6,True,2,4,4,2,2,4,2,20,1.0690449676496976
llama3.2:1b,2,7,True,3,3,3,3,4,3,2,21,0.5773502691896257
llama3.2:1b,2,8,True,4,5,5,4,4,5,5,32,0.5345224838248488
llama3.2:1b,2,9,True,4,4,4,3,4,5,5,29,0.6900655593423543
llama3.2:1b,2,10,True,5,5,5,4,5,5,5,34,0.37796447300922725
llama3.2:3b,2,1,False,4,5,5,5,5,4,4,32,0.5345224838248488
llama3.2:3b,2,2,False,4,5,4,4,5,5,5,32,0.5345224838248488
llama3.2:3b,2,3,False,3,4,5,2,2,4,3,23,1.1126972805283737
llama3.2:3b,2,4,False,2,5,5,4,4,4,5,29,1.0690449676496974
llama3.2:3b,2,5,False,2,1,4,2,2,4,4,19,1.2535663410560174
llama3.2:3b,2,6,False,2,4,5,4,4,4,4,27,0.8997354108424372
llama3.2:3b,2,7,False,1,5,5,4,3,5,5,28,1.5275252316519468
llama3.2:3b,2,8,False,3,4,4,4,4,4,4,27,0.3779644730092273
llama3.2:3b,2,9,False,4,5,5,4,5,4,5,32,0.5345224838248488
llama3.2:3b,2,10,False,2,2,2,2,2,3,2,15,0.37796447300922725
llama3.3:70b,2,1,False,4,5,4,4,5,5,5,32,0.5345224838248488
llama3.3:70b,2,2,False,4,5,5,4,4,4,5,31,0.5345224838248488
llama3.3:70b,2,3,False,4,5,5,4,5,5,5,33,0.4879500364742666
llama3.3:70b,2,4,False,4,5,5,4,5,5,5,33,0.4879500364742666
llama3.3:70b,2,5,False,5,5,5,5,4,4,5,33,0.4879500364742666
llama3.3:70b,2,6,False,4,5,5,4,4,5,5,32,0.5345224838248488
llama3.3:70b,2,7,False,4,4,4,4,4,4,5,29,0.37796447300922725
llama3.3:70b,2,8,False,4,4,4,4,4,4,5,29,0.37796447300922725
llama3.3:70b,2,9,False,4,4,5,4,4,4,4,29,0.37796447300922725
llama3.3:70b,2,10,False,5,4,5,4,4,5,5,32,0.5345224838248488
mistral-small:22b,2,1,False,5,4,4,4,4,4,5,30,0.48795003647426655
mistral-small:22b,2,2,False,4,4,4,4,4,4,3,27,0.37796447300922725
mistral-small:22b,2,3,False,1,1,5,1,5,5,5,23,2.138089935299395
mistral-small:22b,2,4,False,4,4,5,4,5,5,5,32,0.5345224838248488
mistral-small:22b,2,5,False,5,4,5,4,5,5,5,33,0.4879500364742666
mistral-small:22b,2,6,False,4,4,5,4,5,5,5,32,0.5345224838248488
mistral-small:22b,2,7,False,5,5,5,4,5,5,4,33,0.48795003647426655
mistral-small:22b,2,8,False,4,4,5,5,5,5,5,33,0.48795003647426655
mistral-small:22b,2,9,False,4,4,5,3,4,4,1,25,1.2724180205607036
mistral-small:22b,2,10,False,5,5,5,4,4,5,5,33,0.48795003647426655
qwen3:14b,2,1,False,1,2,4,2,5,5,2,21,1.632993161855452
qwen3:14b,2,2,False,4,5,4,3,5,2,4,27,1.0690449676496976
qwen3:14b,2,3,False,5,5,5,5,5,5,5,35,0.0
qwen3:14b,2,4,False,5,5,5,3,2,4,2,26,1.3801311186847083
qwen3:14b,2,5,False,5,5,5,5,5,5,4,34,0.37796447300922725
qwen3:14b,2,6,False,5,2,5,4,5,5,5,31,1.1338934190276815
qwen3:14b,2,7,False,4,2,4,2,5,5,1,23,1.6035674514745462
qwen3:14b,2,8,False,4,5,5,3,4,5,5,31,0.7867957924694431
qwen3:14b,2,9,False,2,5,2,2,5,3,2,21,1.4142135623730951
qwen3:14b,2,10,False,4,4,5,4,4,4,5,30,0.48795003647426655
qwen3:4b,2,1,True,5,5,5,5,5,5,5,35,0.0
qwen3:4b,2,2,True,4,5,4,5,5,4,5,32,0.5345224838248488
qwen3:4b,2,3,True,5,5,5,5,5,4,5,34,0.37796447300922725
qwen3:4b,2,4,True,5,1,5,5,5,5,5,31,1.5118578920369092
qwen3:4b,2,5,True,5,4,5,5,5,5,5,34,0.37796447300922725
qwen3:4b,2,6,True,5,5,5,4,5,5,5,34,0.37796447300922725
qwen3:4b,2,7,True,5,5,5,4,5,5,5,34,0.37796447300922725
qwen3:4b,2,8,True,5,5,4,5,5,5,5,34,0.37796447300922725
qwen3:4b,2,9,True,4,5,5,5,5,5,5,34,0.37796447300922725
qwen3:4b,2,10,True,5,5,5,5,4,4,5,33,0.4879500364742666
smollm2:135m,2,1,False,1,1,1,1,1,1,2,8,0.37796447300922725
smollm2:135m,2,3,False,1,1,1,1,1,1,1,7,0.0
smollm2:135m,2,4,False,1,1,1,1,1,1,2,8,0.37796447300922725
smollm2:135m,2,5,False,1,1,1,1,1,1,1,7,0.0
smollm2:135m,2,6,False,1,1,1,1,1,1,1,7,0.0
smollm2:135m,2,8,False,1,1,1,1,1,1,1,7,0.0
smollm2:135m,2,9,False,1,1,1,1,1,1,1,7,0.0
smollm2:135m,2,10,False,1,1,1,1,1,1,1,7,0.0
deepseek-r1:14b,3,1,False,3,2,3,3,2,4,2,19,0.7559289460184545
deepseek-r1:14b,3,2,False,3,2,4,2,5,3,2,21,1.1547005383792515
deepseek-r1:14b,3,3,False,3,2,5,4,3,4,5,26,1.1126972805283737
deepseek-r1:14b,3,4,False,4,4,4,5,4,4,5,30,0.48795003647426655
deepseek-r1:14b,3,5,False,3,4,3,4,4,4,2,24,0.7867957924694432
deepseek-r1:14b,3,6,False,4,4,4,3,5,4,2,26,0.9511897312113419
deepseek-r1:14b,3,7,False,4,4,4,4,4,4,2,26,0.7559289460184545
deepseek-r1:14b,3,8,False,3,5,4,4,4,3,4,27,0.6900655593423541
deepseek-r1:14b,3,9,False,2,3,4,4,3,4,3,23,0.7559289460184545
deepseek-r1:14b,3,10,False,3,4,3,4,2,3,5,24,0.9759000729485332
deepseek-r1:32b,3,1,False,3,3,5,4,3,4,2,24,0.9759000729485333
deepseek-r1:32b,3,2,False,2,4,4,4,4,3,4,25,0.7867957924694432
deepseek-r1:32b,3,3,False,3,4,4,3,4,3,2,23,0.7559289460184544
deepseek-r1:32b,3,4,False,3,3,5,3,4,4,2,24,0.9759000729485333
deepseek-r1:32b,3,5,False,3,1,2,2,4,3,2,17,0.9759000729485333
deepseek-r1:32b,3,6,False,4,3,4,2,3,4,3,23,0.7559289460184545
deepseek-r1:32b,3,7,False,4,4,4,4,4,5,2,27,0.8997354108424372
deepseek-r1:32b,3,8,False,2,2,4,4,2,3,2,19,0.9511897312113419
deepseek-r1:32b,3,9,False,1,4,4,3,4,4,2,22,1.2149857925879117
deepseek-r1:32b,3,10,False,3,4,4,4,4,5,4,28,0.5773502691896257
deepseek-v3.1:671b-cloud,3,1,False,5,5,5,5,5,5,5,35,0.0
deepseek-v3.1:671b-cloud,3,2,False,5,5,5,5,5,5,5,35,0.0
deepseek-v3.1:671b-cloud,3,3,False,5,5,5,5,5,5,5,35,0.0
deepseek-v3.1:671b-cloud,3,4,False,5,4,5,5,5,5,5,34,0.37796447300922725
deepseek-v3.1:671b-cloud,3,5,False,5,5,5,5,4,5,5,34,0.37796447300922725
deepseek-v3.1:671b-cloud,3,6,False,5,5,5,5,5,5,5,35,0.0
deepseek-v3.1:671b-cloud,3,7,False,5,5,5,5,5,5,5,35,0.0
deepseek-v3.1:671b-cloud,3,8,False,5,5,5,4,5,5,5,34,0.37796447300922725
deepseek-v3.1:671b-cloud,3,9,False,5,5,5,5,5,5,5,35,0.0
deepseek-v3.1:671b-cloud,3,10,False,5,5,5,5,5,5,5,35,0.0
llama3.2:1b,3,1,False,1,2,2,2,3,4,1,15,1.0690449676496976
llama3.2:1b,3,2,False,5,5,5,3,4,4,2,28,1.1547005383792515
llama3.2:1b,3,3,False,1,1,2,1,1,1,1,8,0.37796447300922725
llama3.2:1b,3,4,False,3,3,2,4,4,5,3,24,0.9759000729485332
llama3.2:1b,3,5,False,4,4,4,3,4,3,5,27,0.6900655593423543
llama3.2:1b,3,6,False,4,4,5,4,4,4,4,29,0.37796447300922725
llama3.2:1b,3,7,False,1,1,1,1,2,5,1,12,1.4960264830861911
llama3.2:1b,3,8,False,1,4,4,4,5,4,5,27,1.3451854182690988
llama3.2:1b,3,9,False,2,2,2,1,1,2,2,12,0.48795003647426666
llama3.2:1b,3,10,False,5,4,5,5,4,4,3,30,0.7559289460184545
llama3.2:3b,3,1,False,4,5,5,5,5,5,5,34,0.37796447300922725
llama3.2:3b,3,2,False,2,5,5,3,5,5,5,30,1.2535663410560174
llama3.2:3b,3,3,False,4,4,5,4,5,5,4,31,0.5345224838248488
llama3.2:3b,3,4,False,4,2,1,3,5,4,1,20,1.5735915849388864
llama3.2:3b,3,5,False,2,4,4,4,4,5,2,25,1.1338934190276817
llama3.2:3b,3,6,False,4,5,4,4,5,4,5,31,0.5345224838248488
llama3.2:3b,3,7,False,2,4,5,3,5,3,3,25,1.1338934190276817
llama3.2:3b,3,8,False,4,5,5,3,5,5,5,32,0.7867957924694431
llama3.2:3b,3,9,False,3,4,4,5,3,1,4,24,1.2724180205607036
llama3.2:3b,3,10,False,4,5,5,4,5,4,5,32,0.5345224838248488
llama3.3:70b,3,1,False,4,5,5,4,4,5,5,32,0.5345224838248488
llama3.3:70b,3,2,False,4,4,5,4,5,4,4,30,0.48795003647426655
llama3.3:70b,3,3,False,4,5,4,4,4,4,5,30,0.48795003647426655
llama3.3:70b,3,4,False,4,4,5,5,4,5,5,32,0.5345224838248488
llama3.3:70b,3,5,False,5,5,5,4,5,5,4,33,0.48795003647426655
llama3.3:70b,3,6,False,5,5,5,4,4,5,4,32,0.5345224838248488
llama3.3:70b,3,7,False,4,5,5,5,5,4,5,33,0.4879500364742666
llama3.3:70b,3,8,False,4,4,5,4,5,5,5,32,0.5345224838248488
llama3.3:70b,3,9,False,3,4,5,4,4,4,5,29,0.6900655593423543
llama3.3:70b,3,10,False,4,5,5,4,4,4,4,30,0.48795003647426655
mistral-small:22b,3,1,False,5,5,5,4,5,5,4,33,0.48795003647426655
mistral-small:22b,3,2,False,4,5,5,5,4,5,5,33,0.48795003647426655
mistral-small:22b,3,3,False,4,5,5,4,5,4,4,31,0.5345224838248488
mistral-small:22b,3,4,False,5,4,5,4,4,4,4,30,0.48795003647426655
mistral-small:22b,3,5,False,4,5,5,4,5,5,5,33,0.4879500364742666
mistral-small:22b,3,6,False,4,5,4,4,5,5,5,32,0.5345224838248488
mistral-small:22b,3,7,False,4,5,4,5,5,5,5,33,0.48795003647426655
mistral-small:22b,3,8,False,4,5,5,5,5,4,4,32,0.5345224838248488
mistral-small:22b,3,9,False,5,5,5,4,4,5,4,32,0.5345224838248488
mistral-small:22b,3,10,False,5,5,4,5,5,5,5,34,0.37796447300922725
qwen3:14b,3,1,False,4,2,5,2,4,2,5,24,1.3972762620115438
qwen3:14b,3,2,False,1,5,1,1,5,5,1,19,2.138089935299395
qwen3:14b,3,3,False,4,2,5,4,5,5,5,30,1.1126972805283737
qwen3:14b,3,4,False,4,4,3,2,2,5,2,22,1.2149857925879117
qwen3:14b,3,5,False,5,5,4,2,4,5,5,30,1.1126972805283737
qwen3:14b,3,6,False,5,2,5,4,2,5,5,28,1.4142135623730951
qwen3:14b,3,7,False,5,5,5,5,5,3,5,33,0.7559289460184545
qwen3:14b,3,8,False,1,4,4,3,5,3,2,22,1.3451854182690985
qwen3:14b,3,9,False,3,1,1,4,3,5,5,22,1.6761634196950517
qwen3:14b,3,10,False,2,2,5,1,5,5,3,23,1.7043362064926932
qwen3:4b,3,1,False,5,1,5,4,5,4,4,28,1.4142135623730951
qwen3:4b,3,2,False,4,5,5,4,4,4,5,31,0.5345224838248488
qwen3:4b,3,3,False,5,5,5,4,5,5,5,34,0.37796447300922725
qwen3:4b,3,4,False,3,4,5,3,4,5,2,26,1.1126972805283737
qwen3:4b,3,5,False,4,4,5,3,3,4,4,27,0.6900655593423541
qwen3:4b,3,6,False,5,5,5,5,5,5,5,35,0.0
qwen3:4b,3,7,False,5,3,5,3,4,3,2,25,1.1338934190276817
qwen3:4b,3,8,False,3,4,5,4,2,4,3,25,0.9759000729485332
qwen3:4b,3,9,False,5,5,5,2,5,5,4,31,1.1338934190276817
qwen3:4b,3,10,False,4,4,5,5,5,4,3,30,0.7559289460184545
smollm2:135m,3,1,False,2,1,1,2,1,1,1,9,0.48795003647426666
smollm2:135m,3,2,False,1,1,1,1,1,1,1,7,0.0
smollm2:135m,3,4,False,1,1,2,2,1,1,2,10,0.5345224838248488
smollm2:135m,3,5,False,1,1,1,1,1,1,1,7,0.0
smollm2:135m,3,7,False,1,1,1,1,1,1,1,7,0.0
smollm2:135m,3,8,False,1,1,1,1,1,1,1,7,0.0
smollm2:135m,3,10,False,1,1,1,1,1,1,1,7,0.0
