model-name,phase,attempt,intervention,score_criteria1,score_criteria2,score_criteria3,score_criteria4,score_criteria5,score_criteria6,score_criteria7,compound_score,std_score
llama3.3:70b,3,9,False,4,4,4,3,4,4,2,25,0.7867957924694432
llama3.3:70b,3,10,False,3,4,4,3,2,3,3,22,0.6900655593423541
mistral-small:22b,3,1,False,3,4,4,4,4,4,3,26,0.48795003647426655
mistral-small:22b,3,2,False,3,4,4,2,4,4,4,25,0.7867957924694432
mistral-small:22b,3,3,False,4,4,5,4,4,3,2,26,0.9511897312113419
mistral-small:22b,3,4,False,4,4,3,3,4,3,4,25,0.5345224838248487
mistral-small:22b,3,5,False,4,4,4,4,4,4,4,28,0.0
mistral-small:22b,3,6,False,4,4,5,3,3,4,3,26,0.7559289460184545
mistral-small:22b,3,7,False,3,4,3,4,4,4,3,25,0.5345224838248487
mistral-small:22b,3,8,False,4,4,4,4,4,5,4,29,0.37796447300922725
mistral-small:22b,3,9,False,4,4,4,4,3,4,4,27,0.37796447300922725
mistral-small:22b,3,10,False,4,4,4,4,5,4,2,27,0.8997354108424372
qwen3:14b,3,1,False,2,4,2,2,2,2,3,17,0.7867957924694432
qwen3:14b,3,2,False,1,2,3,2,1,3,2,14,0.816496580927726
qwen3:14b,3,3,False,3,1,2,3,3,2,2,16,0.7559289460184545
qwen3:14b,3,4,False,3,4,2,3,4,3,4,23,0.7559289460184545
qwen3:14b,3,5,False,3,4,4,2,2,4,4,23,0.9511897312113419
qwen3:14b,3,6,False,3,2,4,4,2,4,2,21,1.0
qwen3:14b,3,7,False,3,3,2,3,3,3,2,19,0.48795003647426655
qwen3:14b,3,8,False,3,5,4,2,3,2,2,21,1.1547005383792515
qwen3:14b,3,9,False,3,4,3,3,3,3,1,20,0.8997354108424375
qwen3:14b,3,10,False,2,4,4,2,3,2,1,18,1.1338934190276817
qwen3:4b,3,1,False,4,3,4,4,5,5,5,30,0.7559289460184545
qwen3:4b,3,2,False,3,4,5,3,3,4,3,25,0.7867957924694432
qwen3:4b,3,3,False,3,2,4,4,3,5,3,24,0.9759000729485333
qwen3:4b,3,4,False,2,2,3,2,3,4,2,18,0.7867957924694432
qwen3:4b,3,5,False,3,2,4,3,5,4,4,25,0.9759000729485333
qwen3:4b,3,6,False,3,4,4,5,5,5,4,30,0.7559289460184545
qwen3:4b,3,7,False,5,2,2,4,1,2,2,18,1.3972762620115438
qwen3:4b,3,8,False,3,5,4,4,3,4,2,25,0.9759000729485333
qwen3:4b,3,9,False,4,4,4,3,4,4,5,28,0.5773502691896257
qwen3:4b,3,10,False,4,3,5,2,2,5,3,24,1.2724180205607034
smollm2:135m,3,1,False,2,2,2,2,1,2,2,13,0.37796447300922725
smollm2:135m,3,2,False,1,1,1,1,1,1,1,7,0.0
smollm2:135m,3,4,False,1,1,2,2,1,1,1,9,0.48795003647426666
smollm2:135m,3,5,False,2,1,1,1,1,1,1,8,0.3779644730092273
smollm2:135m,3,7,False,1,1,1,1,1,1,1,7,0.0
smollm2:135m,3,8,False,1,1,1,1,1,1,1,7,0.0
smollm2:135m,3,10,False,1,1,1,1,1,1,1,7,0.0
