model-name,phase,attempt,intervention,score_criteria1,score_criteria2,score_criteria3,score_criteria4,score_criteria5,score_criteria6,score_criteria7,compound_score,std_score
deepseek-v3.1:671b-cloud,1,7,False,1,1,1,1,1,1,1,7,0.0
deepseek-v3.1:671b-cloud,1,8,False,1,1,1,4,5,1,5,18,1.9880595947760098
deepseek-v3.1:671b-cloud,1,9,False,1,1,1,1,1,5,1,11,1.511857892036909
deepseek-v3.1:671b-cloud,1,10,False,4,1,5,5,5,5,5,30,1.496026483086191
llama3.2:1b,1,1,False,1,1,1,1,1,1,1,7,0.0
llama3.2:1b,1,2,False,3,3,4,3,1,3,1,18,1.1338934190276817
llama3.2:1b,1,3,False,1,1,1,1,1,1,1,7,0.0
llama3.2:1b,1,4,False,1,1,1,1,1,1,1,7,0.0
llama3.2:1b,1,5,False,1,1,1,1,1,1,1,7,0.0
llama3.2:1b,1,6,False,1,1,1,1,1,1,1,7,0.0
llama3.2:1b,1,7,False,1,1,1,1,1,1,1,7,0.0
llama3.2:1b,1,8,False,1,1,1,1,1,1,1,7,0.0
llama3.2:1b,1,9,False,2,3,4,3,3,3,2,20,0.6900655593423541
llama3.2:1b,1,10,False,1,1,1,1,1,1,1,7,0.0
llama3.2:3b,1,1,False,2,3,2,2,3,3,1,16,0.7559289460184545
llama3.2:3b,1,2,False,2,3,4,2,4,1,2,18,1.1338934190276817
llama3.2:3b,1,3,False,1,1,1,1,1,4,1,10,1.1338934190276815
llama3.2:3b,1,4,False,1,1,1,3,1,1,1,9,0.7559289460184545
llama3.2:3b,1,5,False,3,3,1,2,1,1,3,14,1.0
llama3.2:3b,1,6,False,4,3,4,3,1,3,1,19,1.2535663410560174
llama3.2:3b,1,7,False,1,5,2,3,1,1,1,14,1.5275252316519468
llama3.2:3b,1,8,False,1,1,4,3,1,1,1,12,1.2535663410560174
llama3.2:3b,1,9,False,1,3,1,1,1,1,1,9,0.7559289460184545
llama3.2:3b,1,10,False,5,1,4,3,1,1,1,16,1.7043362064926932
llama3.3:70b,1,1,False,4,4,4,4,4,4,4,28,0.0
llama3.3:70b,1,2,False,4,4,4,4,4,4,4,28,0.0
llama3.3:70b,1,3,False,5,5,4,4,4,5,1,28,1.4142135623730951
llama3.3:70b,1,4,False,5,4,4,4,4,4,5,30,0.48795003647426655
llama3.3:70b,1,5,False,4,4,4,4,2,3,1,22,1.2149857925879117
llama3.3:70b,1,6,False,2,4,4,4,1,4,4,23,1.2535663410560174
llama3.3:70b,1,7,False,4,4,4,4,3,4,3,26,0.48795003647426666
llama3.3:70b,1,8,False,4,3,5,5,5,4,5,31,0.7867957924694431
llama3.3:70b,1,9,False,5,5,4,4,5,4,5,32,0.5345224838248488
llama3.3:70b,1,10,False,4,4,4,4,5,5,4,30,0.4879500364742666
mistral-small:22b,1,1,False,5,3,1,5,2,3,1,20,1.6761634196950517
mistral-small:22b,1,2,False,4,5,3,4,1,5,1,23,1.7043362064926932
mistral-small:22b,1,3,False,3,5,5,3,2,4,4,26,1.1126972805283737
mistral-small:22b,1,4,False,4,5,5,4,4,5,3,30,0.7559289460184545
mistral-small:22b,1,5,False,4,3,3,1,1,4,2,18,1.2724180205607036
mistral-small:22b,1,6,False,4,4,3,4,1,5,1,22,1.5735915849388864
mistral-small:22b,1,7,False,5,3,5,4,5,5,2,29,1.2149857925879117
mistral-small:22b,1,8,False,5,4,4,4,1,4,1,23,1.6035674514745464
mistral-small:22b,1,9,False,5,5,5,5,3,5,1,29,1.5735915849388864
mistral-small:22b,1,10,False,4,4,4,4,1,5,3,25,1.2724180205607036
qwen3:14b,1,1,False,3,1,1,1,1,1,1,9,0.7559289460184545
qwen3:14b,1,2,False,2,1,5,4,1,1,1,15,1.6761634196950517
qwen3:14b,1,3,False,1,1,2,1,1,1,1,8,0.37796447300922725
qwen3:14b,1,4,False,2,2,2,1,1,1,1,10,0.5345224838248488
qwen3:14b,1,5,False,1,1,2,2,1,3,2,12,0.7559289460184545
qwen3:14b,1,6,False,1,1,1,2,2,1,1,9,0.48795003647426666
qwen3:14b,1,7,False,1,1,3,1,1,1,1,9,0.7559289460184545
qwen3:14b,1,8,False,2,1,3,1,1,1,1,10,0.7867957924694431
qwen3:14b,1,9,False,1,1,2,2,1,1,1,9,0.48795003647426666
qwen3:14b,1,10,False,2,2,2,1,1,1,1,10,0.5345224838248488
qwen3:4b,1,1,False,1,3,1,1,1,1,1,9,0.7559289460184545
qwen3:4b,1,2,False,5,1,5,5,5,1,1,23,2.138089935299395
qwen3:4b,1,3,False,5,1,2,5,1,5,2,21,1.9148542155126762
qwen3:4b,1,4,False,1,1,1,1,1,1,1,7,0.0
qwen3:4b,1,5,False,1,1,1,1,1,1,1,7,0.0
qwen3:4b,1,6,False,2,3,2,1,1,3,1,13,0.8997354108424372
qwen3:4b,1,7,False,4,1,5,3,1,1,1,16,1.7043362064926932
qwen3:4b,1,8,False,1,3,1,2,1,5,5,18,1.8126539343499315
qwen3:4b,1,9,False,1,1,5,5,1,1,1,15,1.9518001458970666
qwen3:4b,1,10,False,5,3,1,4,5,5,5,28,1.5275252316519468
smollm2:135m,1,1,False,1,1,1,1,1,1,1,7,0.0
smollm2:135m,1,4,False,1,1,2,1,1,1,1,8,0.37796447300922725
smollm2:135m,1,5,False,1,1,1,1,1,1,1,7,0.0
smollm2:135m,1,6,False,1,1,2,1,1,1,1,8,0.37796447300922725
smollm2:135m,1,7,False,1,1,1,1,1,1,1,7,0.0
smollm2:135m,1,8,False,1,1,1,1,1,1,1,7,0.0
smollm2:135m,1,10,False,1,1,1,1,1,1,1,7,0.0
smollm2:135m,1,11,False,1,1,1,1,1,1,1,7,0.0
smollm2:135m,1,12,False,1,1,1,1,1,1,1,7,0.0
smollm2:135m,1,14,False,1,1,1,1,1,1,1,7,0.0
deepseek-r1:14b,2,1,True,2,1,1,1,1,2,1,9,0.48795003647426666
deepseek-r1:14b,2,2,True,3,3,3,3,3,3,2,20,0.37796447300922725
deepseek-r1:14b,2,3,True,3,3,3,3,2,3,1,18,0.7867957924694432
deepseek-r1:14b,2,4,True,3,2,1,1,3,3,3,16,0.9511897312113419
deepseek-r1:14b,2,5,True,3,1,5,2,1,3,4,19,1.4960264830861913
deepseek-r1:14b,2,6,True,1,1,2,3,1,1,1,10,0.7867957924694432
deepseek-r1:14b,2,7,True,1,1,2,3,1,1,5,14,1.5275252316519468
deepseek-r1:14b,2,8,True,2,2,2,2,1,3,3,15,0.6900655593423541
deepseek-r1:14b,2,9,True,3,3,2,1,1,3,1,14,1.0
deepseek-r1:14b,2,10,True,5,2,2,2,1,1,3,16,1.3801311186847083
deepseek-r1:32b,2,1,True,3,3,4,3,2,4,3,22,0.6900655593423541
deepseek-r1:32b,2,2,True,2,3,2,3,1,3,1,15,0.8997354108424372
deepseek-r1:32b,2,3,True,1,1,2,2,2,3,1,12,0.7559289460184545
deepseek-r1:32b,2,4,True,1,3,3,3,3,2,1,16,0.9511897312113419
deepseek-r1:32b,2,5,True,1,3,1,2,1,2,3,13,0.8997354108424372
deepseek-r1:32b,2,6,True,3,1,3,3,2,3,3,18,0.7867957924694432
deepseek-r1:32b,2,7,True,3,2,4,3,3,3,4,22,0.6900655593423541
deepseek-r1:32b,2,8,True,3,2,2,1,1,3,1,13,0.8997354108424372
deepseek-r1:32b,2,9,True,2,2,2,2,1,3,2,14,0.5773502691896257
deepseek-r1:32b,2,10,True,3,3,3,3,2,4,2,20,0.6900655593423541
deepseek-v3.1:671b-cloud,2,1,True,5,5,5,4,5,5,5,34,0.37796447300922725
deepseek-v3.1:671b-cloud,2,2,True,5,5,5,5,5,5,5,35,0.0
deepseek-v3.1:671b-cloud,2,3,True,5,5,5,5,4,5,5,34,0.37796447300922725
deepseek-v3.1:671b-cloud,2,4,True,5,1,5,5,1,5,5,27,1.9518001458970666
deepseek-v3.1:671b-cloud,2,5,True,5,5,4,5,5,5,5,34,0.37796447300922725
deepseek-v3.1:671b-cloud,2,6,True,5,5,5,5,5,5,5,35,0.0
deepseek-v3.1:671b-cloud,2,7,True,5,5,5,5,5,5,5,35,0.0
deepseek-v3.1:671b-cloud,2,8,True,5,5,5,5,5,5,4,34,0.37796447300922725
deepseek-v3.1:671b-cloud,2,9,True,5,5,5,5,5,5,5,35,0.0
deepseek-v3.1:671b-cloud,2,10,True,4,5,5,4,5,5,5,33,0.4879500364742666
llama3.2:1b,2,1,True,4,1,3,1,3,1,3,16,1.2535663410560174
llama3.2:1b,2,2,True,1,1,3,2,1,2,1,11,0.7867957924694431
llama3.2:1b,2,3,True,1,1,1,3,1,3,1,11,0.9759000729485332
llama3.2:1b,2,5,True,1,3,2,3,1,1,1,12,0.9511897312113419
llama3.2:1b,2,6,True,4,5,5,1,1,1,1,18,1.9880595947760098
llama3.2:1b,2,7,True,3,2,3,2,3,3,2,18,0.5345224838248487
llama3.2:1b,2,8,True,2,3,3,3,2,3,2,18,0.5345224838248488
llama3.2:1b,2,9,True,3,3,3,3,3,3,5,23,0.7559289460184545
llama3.2:1b,2,10,True,3,3,4,2,3,3,3,21,0.5773502691896257
llama3.2:3b,2,1,False,2,4,4,3,1,1,2,17,1.2724180205607034
llama3.2:3b,2,2,False,1,3,1,3,1,1,1,11,0.9759000729485333
llama3.2:3b,2,3,False,2,3,4,2,3,1,1,16,1.1126972805283737
llama3.2:3b,2,4,False,1,1,2,2,1,1,1,9,0.48795003647426666
llama3.2:3b,2,5,False,1,1,1,3,1,1,1,9,0.7559289460184545
llama3.2:3b,2,6,False,2,3,1,1,1,1,1,10,0.7867957924694431
llama3.2:3b,2,7,False,1,4,3,3,3,3,1,18,1.1338934190276817
llama3.2:3b,2,8,False,2,1,3,3,1,2,1,13,0.8997354108424372
llama3.2:3b,2,9,False,4,5,4,3,1,4,1,22,1.5735915849388864
llama3.2:3b,2,10,False,1,1,1,1,1,1,1,7,0.0
llama3.3:70b,2,1,False,4,5,4,4,5,4,5,31,0.5345224838248488
llama3.3:70b,2,2,False,4,4,5,4,3,5,3,28,0.816496580927726
llama3.3:70b,2,3,False,4,5,4,4,3,4,3,27,0.6900655593423541
llama3.3:70b,2,4,False,5,5,5,4,5,5,5,34,0.37796447300922725
llama3.3:70b,2,5,False,3,3,3,3,3,4,4,23,0.48795003647426666
llama3.3:70b,2,6,False,4,4,5,4,5,5,4,31,0.5345224838248488
llama3.3:70b,2,7,False,4,5,4,3,2,4,1,23,1.3801311186847085
llama3.3:70b,2,8,False,5,3,4,4,3,5,1,25,1.3972762620115438
llama3.3:70b,2,9,False,4,3,4,1,4,5,1,22,1.5735915849388864
llama3.3:70b,2,10,False,3,4,4,4,3,3,4,25,0.5345224838248488
mistral-small:22b,2,1,False,3,5,4,4,1,4,3,24,1.2724180205607034
mistral-small:22b,2,2,False,4,4,4,4,4,4,3,27,0.37796447300922725
mistral-small:22b,2,3,False,2,1,1,3,1,1,1,10,0.7867957924694432
mistral-small:22b,2,4,False,4,4,3,2,1,4,4,22,1.2149857925879117
mistral-small:22b,2,5,False,4,4,4,4,4,5,5,30,0.48795003647426666
mistral-small:22b,2,6,False,4,3,2,3,3,1,1,17,1.1338934190276817
mistral-small:22b,2,7,False,5,4,4,2,1,4,5,25,1.511857892036909
mistral-small:22b,2,8,False,4,4,4,3,1,5,2,23,1.3801311186847085
mistral-small:22b,2,9,False,4,4,4,3,3,5,2,25,0.9759000729485332
mistral-small:22b,2,10,False,5,5,4,4,1,5,4,28,1.4142135623730951
qwen3:14b,2,1,False,1,1,1,1,1,1,1,7,0.0
qwen3:14b,2,2,False,1,1,1,1,1,1,1,7,0.0
qwen3:14b,2,3,False,1,3,1,1,1,1,2,10,0.7867957924694431
qwen3:14b,2,4,False,3,1,1,1,1,1,1,9,0.7559289460184545
qwen3:14b,2,5,False,3,1,2,2,5,2,2,17,1.2724180205607034
qwen3:14b,2,6,False,2,1,3,1,1,2,1,11,0.7867957924694431
qwen3:14b,2,7,False,4,1,1,2,1,1,1,11,1.133893419027682
qwen3:14b,2,8,False,2,1,1,1,2,1,1,9,0.48795003647426666
qwen3:14b,2,9,False,1,1,1,1,1,1,1,7,0.0
qwen3:14b,2,10,False,2,1,1,1,1,1,1,8,0.3779644730092273
qwen3:4b,2,1,True,1,1,1,1,1,1,1,7,0.0
qwen3:4b,2,2,True,1,1,5,1,1,1,1,11,1.5118578920369092
qwen3:4b,2,3,True,5,1,1,1,1,1,1,11,1.5118578920369092
qwen3:4b,2,4,True,1,1,1,1,1,1,1,7,0.0
qwen3:4b,2,5,True,1,1,5,1,1,5,1,15,1.9518001458970664
qwen3:4b,2,6,True,5,1,3,5,1,5,1,21,2.0
qwen3:4b,2,7,True,1,1,5,1,1,1,5,15,1.9518001458970662
qwen3:4b,2,8,True,5,1,1,1,1,1,2,12,1.496026483086191
qwen3:4b,2,10,True,5,1,1,1,1,1,5,15,1.9518001458970662
smollm2:135m,2,1,False,1,1,1,2,1,1,1,8,0.37796447300922725
smollm2:135m,2,2,False,4,1,4,4,1,1,1,16,1.6035674514745462
smollm2:135m,2,3,False,1,1,1,1,1,1,1,7,0.0
smollm2:135m,2,4,False,1,1,1,1,1,1,1,7,0.0
smollm2:135m,2,5,False,1,1,1,1,1,1,1,7,0.0
smollm2:135m,2,6,False,1,1,1,1,1,1,1,7,0.0
smollm2:135m,2,7,False,1,1,1,1,1,1,1,7,0.0
smollm2:135m,2,8,False,1,1,1,1,1,1,1,7,0.0
smollm2:135m,2,9,False,1,1,1,1,1,1,1,7,0.0
smollm2:135m,2,10,False,1,1,1,1,1,1,1,7,0.0
deepseek-r1:14b,3,1,False,1,2,2,2,1,3,3,14,0.816496580927726
deepseek-r1:14b,3,2,False,1,1,1,1,2,1,1,8,0.37796447300922725
deepseek-r1:14b,3,3,False,2,1,1,1,2,3,3,13,0.8997354108424372
deepseek-r1:14b,3,4,False,3,3,1,2,2,3,2,16,0.7559289460184545
deepseek-r1:14b,3,5,False,3,3,2,2,2,3,3,18,0.5345224838248487
deepseek-r1:14b,3,6,False,3,2,3,3,2,3,3,19,0.48795003647426655
deepseek-r1:14b,3,7,False,2,3,2,2,1,3,3,16,0.7559289460184545
deepseek-r1:14b,3,8,False,2,1,2,1,1,1,1,9,0.48795003647426666
deepseek-r1:14b,3,9,False,2,2,2,2,2,2,3,15,0.37796447300922725
deepseek-r1:14b,3,10,False,2,3,2,2,3,2,2,16,0.48795003647426655
deepseek-r1:32b,3,1,False,1,2,2,2,1,3,1,12,0.7559289460184545
deepseek-r1:32b,3,2,False,2,3,2,2,1,1,1,12,0.7559289460184545
deepseek-r1:32b,3,3,False,4,3,3,3,5,1,2,21,1.2909944487358056
deepseek-r1:32b,3,4,False,3,1,2,1,1,3,2,13,0.8997354108424372
deepseek-r1:32b,3,5,False,2,3,3,1,1,3,1,14,1.0
deepseek-r1:32b,3,6,False,3,3,4,3,1,3,1,18,1.1338934190276817
deepseek-r1:32b,3,7,False,1,1,1,1,1,1,1,7,0.0
deepseek-r1:32b,3,8,False,2,1,2,2,1,2,1,11,0.5345224838248488
deepseek-r1:32b,3,9,False,2,2,3,3,1,1,1,13,0.8997354108424372
deepseek-r1:32b,3,10,False,1,2,1,4,3,3,3,17,1.1338934190276817
deepseek-v3.1:671b-cloud,3,1,False,1,1,1,1,1,1,1,7,0.0
deepseek-v3.1:671b-cloud,3,2,False,5,1,1,5,1,1,5,19,2.138089935299395
deepseek-v3.1:671b-cloud,3,3,False,1,1,1,1,5,1,1,11,1.511857892036909
deepseek-v3.1:671b-cloud,3,4,False,1,1,1,1,1,1,1,7,0.0
deepseek-v3.1:671b-cloud,3,5,False,5,1,5,5,1,2,5,24,1.9880595947760098
deepseek-v3.1:671b-cloud,3,6,False,5,1,5,4,1,1,5,22,2.0354009783964297
deepseek-v3.1:671b-cloud,3,7,False,1,1,1,1,1,5,5,15,1.9518001458970662
deepseek-v3.1:671b-cloud,3,8,False,5,1,1,1,1,1,5,15,1.9518001458970662
deepseek-v3.1:671b-cloud,3,9,False,5,1,1,5,1,1,4,18,1.9880595947760098
deepseek-v3.1:671b-cloud,3,10,False,5,1,5,5,1,5,5,27,1.9518001458970666
llama3.2:1b,3,1,False,1,1,1,1,1,1,1,7,0.0
llama3.2:1b,3,2,False,1,1,1,3,1,1,1,9,0.7559289460184545
llama3.2:1b,3,3,False,1,1,1,1,1,1,1,7,0.0
llama3.2:1b,3,4,False,1,3,2,3,3,1,2,15,0.8997354108424372
llama3.2:1b,3,5,False,4,4,4,4,3,4,3,26,0.48795003647426666
llama3.2:1b,3,6,False,1,1,1,1,1,1,1,7,0.0
llama3.2:1b,3,7,False,1,1,1,1,1,1,1,7,0.0
llama3.2:1b,3,8,False,1,1,2,1,1,3,1,10,0.7867957924694432
llama3.2:1b,3,9,False,2,1,3,1,1,1,1,10,0.7867957924694431
llama3.2:1b,3,10,False,1,1,1,1,1,1,1,7,0.0
llama3.2:3b,3,1,False,4,4,4,4,1,5,3,25,1.2724180205607036
llama3.2:3b,3,2,False,3,4,3,3,3,4,1,21,1.0
llama3.2:3b,3,3,False,1,2,5,1,1,1,1,12,1.4960264830861911
llama3.2:3b,3,4,False,2,3,2,1,1,1,1,11,0.7867957924694431
llama3.2:3b,3,5,False,2,4,4,3,3,5,2,23,1.1126972805283737
llama3.2:3b,3,6,False,4,1,2,1,1,1,1,11,1.133893419027682
llama3.2:3b,3,7,False,1,3,1,1,3,1,1,11,0.9759000729485333
llama3.2:3b,3,8,False,1,1,3,3,1,1,1,11,0.9759000729485333
llama3.2:3b,3,9,False,2,3,3,4,1,1,1,15,1.2149857925879117
llama3.2:3b,3,10,False,5,4,4,2,1,3,1,20,1.5735915849388864
llama3.3:70b,3,1,False,3,3,3,4,1,4,2,20,1.0690449676496976
llama3.3:70b,3,2,False,4,5,4,4,3,5,4,29,0.6900655593423543
llama3.3:70b,3,3,False,4,5,4,4,5,4,5,31,0.5345224838248488
llama3.3:70b,3,4,False,5,4,4,4,3,4,4,28,0.5773502691896257
llama3.3:70b,3,5,False,4,5,5,4,4,5,5,32,0.5345224838248488
llama3.3:70b,3,6,False,3,4,4,4,4,4,3,26,0.48795003647426655
llama3.3:70b,3,7,False,5,5,5,5,5,5,5,35,0.0
llama3.3:70b,3,8,False,5,3,4,5,5,4,4,30,0.7559289460184545
llama3.3:70b,3,9,False,4,5,4,4,1,4,3,25,1.2724180205607034
llama3.3:70b,3,10,False,4,4,4,4,3,4,3,26,0.48795003647426666
mistral-small:22b,3,1,False,2,2,4,3,1,3,1,16,1.1126972805283737
mistral-small:22b,3,2,False,2,4,4,2,1,1,3,17,1.2724180205607036
mistral-small:22b,3,3,False,4,3,3,2,5,3,1,21,1.2909944487358056
mistral-small:22b,3,4,False,3,3,4,2,1,3,1,17,1.1338934190276817
mistral-small:22b,3,5,False,4,4,4,1,1,1,4,19,1.6035674514745464
mistral-small:22b,3,6,False,4,4,4,4,3,3,3,25,0.5345224838248488
mistral-small:22b,3,7,False,4,4,4,4,5,4,3,28,0.5773502691896257
mistral-small:22b,3,8,False,4,4,5,5,4,4,3,29,0.6900655593423541
mistral-small:22b,3,9,False,2,4,3,4,5,5,5,28,1.1547005383792515
mistral-small:22b,3,10,False,4,5,4,5,3,3,4,28,0.816496580927726
qwen3:14b,3,1,False,1,1,1,1,1,1,1,7,0.0
qwen3:14b,3,2,False,1,1,1,1,3,1,1,9,0.7559289460184545
qwen3:14b,3,3,False,1,1,1,1,1,1,3,9,0.7559289460184544
qwen3:14b,3,4,False,1,1,1,1,1,1,2,8,0.37796447300922725
qwen3:14b,3,5,False,1,1,3,4,1,1,1,12,1.2535663410560174
qwen3:14b,3,6,False,1,1,3,1,1,3,2,12,0.9511897312113419
qwen3:14b,3,7,False,2,1,1,3,1,1,1,10,0.7867957924694432
qwen3:14b,3,8,False,1,3,1,2,1,2,1,11,0.7867957924694431
qwen3:14b,3,9,False,3,1,2,1,2,1,1,11,0.7867957924694431
qwen3:14b,3,10,False,1,1,3,1,1,1,1,9,0.7559289460184545
qwen3:4b,3,1,False,4,5,5,1,1,1,1,18,1.9880595947760098
llama3.2:1b,2,4,True,2,3,3,1,3,3,3,18,0.7867957924694432
qwen3:4b,2,9,True,1,1,1,1,1,1,1,7,0.0
qwen3:4b,3,2,False,5,1,1,4,1,1,1,14,1.7320508075688772
qwen3:4b,3,3,False,1,1,1,4,1,1,5,14,1.7320508075688772
qwen3:4b,3,4,False,5,1,1,1,1,1,1,11,1.5118578920369092
qwen3:4b,3,5,False,3,1,2,1,1,1,2,11,0.7867957924694431
qwen3:4b,3,6,False,1,1,5,1,1,5,1,15,1.9518001458970664
qwen3:4b,3,7,False,5,1,1,2,5,1,5,20,2.0354009783964297
qwen3:4b,3,8,False,1,1,1,1,1,1,1,7,0.0
qwen3:4b,3,9,False,1,1,1,1,1,4,5,14,1.7320508075688772
qwen3:4b,3,10,False,4,3,5,5,1,5,5,28,1.5275252316519468
smollm2:135m,3,1,False,1,1,2,1,3,1,1,10,0.7867957924694432
smollm2:135m,3,2,False,1,1,1,1,1,1,1,7,0.0
smollm2:135m,3,3,False,1,1,1,1,1,1,1,7,0.0
smollm2:135m,3,4,False,1,1,1,1,1,1,1,7,0.0
smollm2:135m,3,5,False,1,1,1,1,1,1,1,7,0.0
smollm2:135m,3,6,False,1,1,1,1,1,1,1,7,0.0
smollm2:135m,3,7,False,1,1,1,1,1,1,1,7,0.0
smollm2:135m,3,8,False,1,1,1,1,1,1,1,7,0.0
smollm2:135m,3,9,False,4,1,1,2,1,1,1,11,1.133893419027682
smollm2:135m,3,10,False,1,1,1,1,1,1,1,7,0.0
deepseek-r1:14b,1,1,False,3,2,4,3,2,3,4,21,0.816496580927726
deepseek-r1:14b,1,2,False,2,2,2,2,2,2,3,15,0.37796447300922725
deepseek-r1:14b,1,3,False,3,3,2,2,3,2,2,17,0.5345224838248487
deepseek-r1:14b,1,4,False,3,3,3,3,4,3,2,21,0.5773502691896257
deepseek-r1:14b,1,5,False,2,2,2,3,3,3,2,17,0.5345224838248487
deepseek-r1:14b,1,6,False,3,4,4,3,4,4,2,24,0.7867957924694432
deepseek-r1:14b,1,7,False,2,2,2,1,3,3,2,15,0.6900655593423541
deepseek-r1:14b,1,8,False,3,3,4,3,3,3,2,21,0.5773502691896257
deepseek-r1:14b,1,9,False,2,2,2,3,2,2,2,15,0.37796447300922725
deepseek-r1:14b,1,10,False,3,3,2,2,3,2,2,17,0.5345224838248487
deepseek-r1:32b,1,1,False,1,1,1,1,1,1,1,7,0.0
deepseek-r1:32b,1,2,False,3,4,2,3,3,2,2,19,0.7559289460184545
deepseek-r1:32b,1,3,False,3,3,4,3,2,4,3,22,0.6900655593423541
deepseek-r1:32b,1,4,False,3,2,5,3,3,4,2,22,1.0690449676496974
deepseek-r1:32b,1,5,False,3,3,2,3,3,3,2,19,0.48795003647426655
deepseek-r1:32b,1,6,False,3,2,3,3,2,3,2,18,0.5345224838248488
deepseek-r1:32b,1,7,False,3,3,2,3,3,2,2,18,0.5345224838248488
deepseek-r1:32b,1,8,False,3,3,4,2,4,3,2,21,0.816496580927726
deepseek-r1:32b,1,9,False,3,2,2,2,2,2,2,15,0.3779644730092273
deepseek-r1:32b,1,10,False,3,3,4,2,3,3,3,21,0.5773502691896257
deepseek-v3.1:671b-cloud,1,1,False,5,5,5,5,5,5,5,35,0.0
deepseek-v3.1:671b-cloud,1,2,False,5,5,5,5,5,5,5,35,0.0
deepseek-v3.1:671b-cloud,1,3,False,5,5,5,5,5,5,5,35,0.0
deepseek-v3.1:671b-cloud,1,4,False,5,5,5,5,5,5,5,35,0.0
deepseek-v3.1:671b-cloud,1,5,False,4,5,5,5,5,5,5,34,0.37796447300922725
deepseek-v3.1:671b-cloud,1,6,False,5,5,5,5,5,5,5,35,0.0
deepseek-v3.1:671b-cloud,1,7,False,5,5,5,5,5,5,5,35,0.0
deepseek-v3.1:671b-cloud,1,8,False,5,5,5,5,5,5,5,35,0.0
deepseek-v3.1:671b-cloud,1,9,False,4,5,5,5,5,5,5,34,0.37796447300922725
deepseek-v3.1:671b-cloud,1,10,False,5,5,5,5,4,5,5,34,0.37796447300922725
llama3.2:1b,1,1,False,2,1,2,3,1,3,2,14,0.816496580927726
llama3.2:1b,1,2,False,3,4,4,2,3,3,3,22,0.6900655593423541
llama3.2:1b,1,3,False,2,2,1,2,3,4,2,16,0.9511897312113419
llama3.2:1b,1,4,False,3,4,4,3,2,5,3,24,0.9759000729485332
llama3.2:1b,1,5,False,2,3,2,2,2,2,2,15,0.3779644730092273
llama3.2:1b,1,6,False,3,2,3,2,3,1,2,16,0.7559289460184545
llama3.2:1b,1,7,False,1,1,2,2,2,1,1,10,0.5345224838248488
llama3.2:1b,1,8,False,3,4,4,3,2,4,2,22,0.8997354108424372
llama3.2:1b,1,9,False,3,4,3,3,2,3,2,20,0.6900655593423541
llama3.2:1b,1,10,False,2,2,1,2,3,2,3,15,0.6900655593423541
llama3.2:3b,1,1,False,2,1,2,2,2,2,2,13,0.3779644730092273
llama3.2:3b,1,2,False,2,2,3,3,3,4,3,20,0.6900655593423543
llama3.2:3b,1,3,False,3,4,1,2,2,3,2,17,0.9759000729485333
llama3.2:3b,1,4,False,3,4,3,3,4,2,4,23,0.7559289460184545
llama3.2:3b,1,5,False,2,2,4,2,2,3,1,16,0.9511897312113419
llama3.2:3b,1,6,False,3,4,4,5,2,4,2,24,1.1338934190276817
